carnet,nombre,carrera,departamento,promedio
EST086975,Estudiante 86975,Ingeniería Industrial,San Miguel,6.02
EST086976,Estudiante 86976,Administración,Santa Ana,6.41
EST086977,Estudiante 86977,Administración,San Miguel,8.75
EST086978,Estudiante 86978,Ingeniería Industrial,Santa Ana,5.86
EST086979,Estudiante 86979,Contaduría,Sonsonate,7.65
EST086980,Estudiante 86980,Ingeniería en Sistemas,Santa Ana,5.84
EST086981,Estudiante 86981,Ingeniería en Sistemas,La Libertad,9.09
EST086982,Estudiante 86982,Contaduría,Santa Ana,9.64
EST086983,Estudiante 86983,Ingeniería Industrial,San Miguel,5.02
EST086984,Estudiante 86984,Contaduría,San Miguel,6.64
EST086985,Estudiante 86985,Ingeniería en Sistemas,Sonsonate,9.08
EST086986,Estudiante 86986,Ingeniería Industrial,Santa Ana,9.72
EST086987,Estudiante 86987,Ingeniería Industrial,Santa Ana,9.74
EST086988,Estudiante 86988,Ingeniería Industrial,La Libertad,5.14
EST086989,Estudiante 86989,Contaduría,San Salvador,6.21
EST086990,Estudiante 86990,Ingeniería en Sistemas,San Miguel,7.27
EST086991,Estudiante 86991,Arquitectura,Sonsonate,7.09
EST086992,Estudiante 86992,Ingeniería Industrial,San Salvador,8.09
EST086993,Estudiante 86993,Ingeniería Industrial,San Miguel,6.79
EST086994,Estudiante 86994,Ingeniería en Sistemas,La Libertad,9.53
EST086995,Estudiante 86995,Contaduría,La Libertad,6.66
EST086996,Estudiante 86996,Ingeniería Industrial,Santa Ana,6.5
EST086997,Estudiante 86997,Ingeniería Industrial,Santa Ana,7.66
EST086998,Estudiante 86998,Arquitectura,Sonsonate,7.05
EST086999,Estudiante 86999,Administración,Santa Ana,9.96
EST087000,Estudiante 87000,Ingeniería en Sistemas,San Miguel,9.03
EST087001,Estudiante 87001,Administración,San Salvador,7.4
EST087002,Estudiante 87002,Administración,San Miguel,7.99
EST087003,Estudiante 87003,Ingeniería Industrial,Santa Ana,6.24
EST087004,Estudiante 87004,Ingeniería Industrial,San Miguel,7.45
EST087005,Estudiante 87005,Contaduría,San Salvador,6.46
EST087006,Estudiante 87006,Ingeniería en Sistemas,Santa Ana,7.54
EST087007,Estudiante 87007,Contaduría,San Miguel,5.36
EST087008,Estudiante 87008,Administración,San Salvador,6.53
EST087009,Estudiante 87009,Arquitectura,Santa Ana,8.78
EST087010,Estudiante 87010,Ingeniería en Sistemas,San Salvador,6.5
EST087011,Estudiante 87011,Arquitectura,San Salvador,8.88
EST087012,Estudiante 87012,Arquitectura,Santa Ana,5.48
EST087013,Estudiante 87013,Contaduría,San Miguel,7.53
EST087014,Estudiante 87014,Contaduría,Sonsonate,9.26
EST087015,Estudiante 87015,Ingeniería Industrial,La Libertad,9.65
EST087016,Estudiante 87016,Ingeniería en Sistemas,San Miguel,8.42
EST087017,Estudiante 87017,Contaduría,San Salvador,5.1
EST087018,Estudiante 87018,Ingeniería Industrial,Santa Ana,8.58
EST087019,Estudiante 87019,Administración,Santa Ana,5.48
EST087020,Estudiante 87020,Contaduría,Santa Ana,7.18
EST087021,Estudiante 87021,Administración,San Miguel,7.4
EST087022,Estudiante 87022,Contaduría,Santa Ana,7.89
EST087023,Estudiante 87023,Ingeniería Industrial,San Miguel,9.02
EST087024,Estudiante 87024,Ingeniería Industrial,Sonsonate,6.47
EST087025,Estudiante 87025,Administración,Sonsonate,8.77
EST087026,Estudiante 87026,Administración,San Salvador,7.04
EST087027,Estudiante 87027,Ingeniería en Sistemas,Sonsonate,6.13
EST087028,Estudiante 87028,Ingeniería en Sistemas,San Miguel,6.49
EST087029,Estudiante 87029,Ingeniería en Sistemas,Sonsonate,7.31
EST087030,Estudiante 87030,Arquitectura,San Miguel,6.62
EST087031,Estudiante 87031,Ingeniería en Sistemas,San Salvador,7.36
EST087032,Estudiante 87032,Ingeniería Industrial,Santa Ana,9.52
EST087033,Estudiante 87033,Ingeniería en Sistemas,Santa Ana,8.17
EST087034,Estudiante 87034,Contaduría,Sonsonate,6.49
EST087035,Estudiante 87035,Arquitectura,San Salvador,5.89
EST087036,Estudiante 87036,Arquitectura,La Libertad,6.03
EST087037,Estudiante 87037,Arquitectura,La Libertad,6.68
EST087038,Estudiante 87038,Arquitectura,La Libertad,5.35
EST087039,Estudiante 87039,Ingeniería en Sistemas,Santa Ana,6.28
EST087040,Estudiante 87040,Administración,San Salvador,5.6
EST087041,Estudiante 87041,Ingeniería en Sistemas,La Libertad,7.2
EST087042,Estudiante 87042,Ingeniería Industrial,Santa Ana,5.48
EST087043,Estudiante 87043,Ingeniería en Sistemas,Sonsonate,5.89
EST087044,Estudiante 87044,Ingeniería en Sistemas,Santa Ana,8.28
EST087045,Estudiante 87045,Contaduría,San Salvador,6.42
EST087046,Estudiante 87046,Arquitectura,San Miguel,8.56
EST087047,Estudiante 87047,Arquitectura,La Libertad,5.24
EST087048,Estudiante 87048,Ingeniería en Sistemas,Santa Ana,7.27
EST087049,Estudiante 87049,Arquitectura,La Libertad,9.69
EST087050,Estudiante 87050,Arquitectura,San Miguel,9.37
EST087051,Estudiante 87051,Ingeniería Industrial,Sonsonate,9.28
EST087052,Estudiante 87052,Ingeniería Industrial,San Salvador,6.33
EST087053,Estudiante 87053,Arquitectura,Santa Ana,6.86
EST087054,Estudiante 87054,Ingeniería en Sistemas,Santa Ana,7.45
EST087055,Estudiante 87055,Contaduría,Sonsonate,9.77
EST087056,Estudiante 87056,Ingeniería en Sistemas,San Salvador,9.63
EST087057,Estudiante 87057,Arquitectura,Sonsonate,9.97
EST087058,Estudiante 87058,Ingeniería Industrial,Santa Ana,5.68
EST087059,Estudiante 87059,Contaduría,La Libertad,5.83
EST087060,Estudiante 87060,Ingeniería en Sistemas,Sonsonate,8.89
EST087061,Estudiante 87061,Arquitectura,La Libertad,6.84
EST087062,Estudiante 87062,Ingeniería Industrial,La Libertad,5.16
EST087063,Estudiante 87063,Ingeniería Industrial,La Libertad,5.85
EST087064,Estudiante 87064,Administración,San Salvador,6.76
EST087065,Estudiante 87065,Arquitectura,Sonsonate,9.71
EST087066,Estudiante 87066,Contaduría,Sonsonate,9.41
EST087067,Estudiante 87067,Contaduría,Sonsonate,8.89
EST087068,Estudiante 87068,Contaduría,San Salvador,9.94
EST087069,Estudiante 87069,Administración,San Salvador,7.13
EST087070,Estudiante 87070,Arquitectura,San Miguel,5.38
EST087071,Estudiante 87071,Ingeniería Industrial,San Salvador,7.03
EST087072,Estudiante 87072,Ingeniería Industrial,Santa Ana,8.05
EST087073,Estudiante 87073,Ingeniería Industrial,Santa Ana,5.48
EST087074,Estudiante 87074,Arquitectura,San Miguel,7.42
EST087075,Estudiante 87075,Administración,San Salvador,6.16
EST087076,Estudiante 87076,Arquitectura,Santa Ana,9.15
EST087077,Estudiante 87077,Ingeniería Industrial,San Miguel,8.86
EST087078,Estudiante 87078,Administración,Sonsonate,7.73
EST087079,Estudiante 87079,Ingeniería en Sistemas,San Miguel,5.65
EST087080,Estudiante 87080,Administración,San Miguel,8.61
EST087081,Estudiante 87081,Ingeniería en Sistemas,San Miguel,9.93
EST087082,Estudiante 87082,Ingeniería Industrial,San Miguel,5.27
EST087083,Estudiante 87083,Contaduría,La Libertad,8.11
EST087084,Estudiante 87084,Administración,Santa Ana,9.14
EST087085,Estudiante 87085,Ingeniería Industrial,San Salvador,5.98
EST087086,Estudiante 87086,Ingeniería Industrial,San Miguel,6.03
EST087087,Estudiante 87087,Ingeniería Industrial,La Libertad,9.32
EST087088,Estudiante 87088,Arquitectura,La Libertad,9.3
EST087089,Estudiante 87089,Arquitectura,La Libertad,6.93
EST087090,Estudiante 87090,Arquitectura,Sonsonate,7.13
EST087091,Estudiante 87091,Arquitectura,Sonsonate,8.41
EST087092,Estudiante 87092,Arquitectura,San Miguel,6.05
EST087093,Estudiante 87093,Arquitectura,La Libertad,7.72
EST087094,Estudiante 87094,Ingeniería Industrial,Santa Ana,9.54
EST087095,Estudiante 87095,Ingeniería en Sistemas,Santa Ana,6.41
EST087096,Estudiante 87096,Ingeniería en Sistemas,San Miguel,6.18
EST087097,Estudiante 87097,Contaduría,La Libertad,6.58
EST087098,Estudiante 87098,Administración,San Miguel,9.43
EST087099,Estudiante 87099,Arquitectura,La Libertad,6.11
EST087100,Estudiante 87100,Ingeniería Industrial,La Libertad,7.96
EST087101,Estudiante 87101,Ingeniería Industrial,San Salvador,9.77
EST087102,Estudiante 87102,Administración,San Miguel,7.68
EST087103,Estudiante 87103,Ingeniería en Sistemas,Santa Ana,7.65
EST087104,Estudiante 87104,Contaduría,San Miguel,9.46
EST087105,Estudiante 87105,Ingeniería en Sistemas,San Salvador,9.32
EST087106,Estudiante 87106,Ingeniería en Sistemas,La Libertad,8.35
EST087107,Estudiante 87107,Contaduría,San Salvador,9.74
EST087108,Estudiante 87108,Administración,San Salvador,5.4
EST087109,Estudiante 87109,Administración,San Salvador,5.13
EST087110,Estudiante 87110,Administración,Sonsonate,6.45
EST087111,Estudiante 87111,Contaduría,San Miguel,7.33
EST087112,Estudiante 87112,Arquitectura,La Libertad,5.2
EST087113,Estudiante 87113,Ingeniería Industrial,La Libertad,5.58
EST087114,Estudiante 87114,Ingeniería Industrial,Sonsonate,6.15
EST087115,Estudiante 87115,Ingeniería en Sistemas,San Salvador,9.66
EST087116,Estudiante 87116,Administración,Santa Ana,9.38
EST087117,Estudiante 87117,Contaduría,Sonsonate,9.15
EST087118,Estudiante 87118,Contaduría,Sonsonate,8.65
EST087119,Estudiante 87119,Arquitectura,Santa Ana,7.98
EST087120,Estudiante 87120,Administración,San Miguel,7.51
EST087121,Estudiante 87121,Ingeniería en Sistemas,Sonsonate,5.17
EST087122,Estudiante 87122,Arquitectura,Santa Ana,5.68
EST087123,Estudiante 87123,Ingeniería Industrial,Sonsonate,7.41
EST087124,Estudiante 87124,Arquitectura,Santa Ana,7.76
EST087125,Estudiante 87125,Ingeniería Industrial,La Libertad,8.45
EST087126,Estudiante 87126,Ingeniería Industrial,San Miguel,5.35
EST087127,Estudiante 87127,Arquitectura,San Miguel,7.31
EST087128,Estudiante 87128,Ingeniería en Sistemas,San Salvador,9.78
EST087129,Estudiante 87129,Contaduría,San Salvador,5.13
EST087130,Estudiante 87130,Ingeniería en Sistemas,Sonsonate,6.1
EST087131,Estudiante 87131,Ingeniería en Sistemas,San Miguel,5.02
EST087132,Estudiante 87132,Arquitectura,San Salvador,9.61
EST087133,Estudiante 87133,Arquitectura,Sonsonate,7.67
EST087134,Estudiante 87134,Ingeniería en Sistemas,San Miguel,5.09
EST087135,Estudiante 87135,Administración,La Libertad,9.97
EST087136,Estudiante 87136,Ingeniería Industrial,Sonsonate,6.58
EST087137,Estudiante 87137,Ingeniería Industrial,San Miguel,6.33
EST087138,Estudiante 87138,Ingeniería en Sistemas,San Salvador,7.68
EST087139,Estudiante 87139,Ingeniería en Sistemas,Sonsonate,5.13
EST087140,Estudiante 87140,Ingeniería en Sistemas,Sonsonate,9.33
EST087141,Estudiante 87141,Arquitectura,San Miguel,8.29
EST087142,Estudiante 87142,Ingeniería Industrial,Santa Ana,9.23
EST087143,Estudiante 87143,Contaduría,San Miguel,9.19
EST087144,Estudiante 87144,Contaduría,San Miguel,5.86
EST087145,Estudiante 87145,Administración,Sonsonate,7.01
EST087146,Estudiante 87146,Ingeniería Industrial,San Salvador,7.87
EST087147,Estudiante 87147,Ingeniería Industrial,Santa Ana,7.26
EST087148,Estudiante 87148,Administración,San Salvador,9.95
EST087149,Estudiante 87149,Arquitectura,San Salvador,8.84
EST087150,Estudiante 87150,Ingeniería en Sistemas,San Miguel,5.4
EST087151,Estudiante 87151,Arquitectura,Santa Ana,9.93
EST087152,Estudiante 87152,Ingeniería en Sistemas,Santa Ana,9.36
EST087153,Estudiante 87153,Administración,San Miguel,5.15
EST087154,Estudiante 87154,Arquitectura,San Salvador,7.21
EST087155,Estudiante 87155,Arquitectura,Santa Ana,8.98
EST087156,Estudiante 87156,Administración,San Salvador,6.63
EST087157,Estudiante 87157,Ingeniería en Sistemas,San Miguel,6.7
EST087158,Estudiante 87158,Administración,Santa Ana,8.96
EST087159,Estudiante 87159,Ingeniería en Sistemas,La Libertad,5.44
EST087160,Estudiante 87160,Administración,Santa Ana,9.9
EST087161,Estudiante 87161,Ingeniería en Sistemas,Santa Ana,8.73
EST087162,Estudiante 87162,Arquitectura,Sonsonate,7.95
EST087163,Estudiante 87163,Arquitectura,Sonsonate,9.29
EST087164,Estudiante 87164,Administración,Santa Ana,6.34
EST087165,Estudiante 87165,Administración,La Libertad,8.36
EST087166,Estudiante 87166,Arquitectura,San Miguel,6.99
EST087167,Estudiante 87167,Ingeniería en Sistemas,Santa Ana,5.22
EST087168,Estudiante 87168,Administración,Santa Ana,6.13
EST087169,Estudiante 87169,Ingeniería Industrial,Santa Ana,9.56
EST087170,Estudiante 87170,Ingeniería Industrial,Santa Ana,6.53
EST087171,Estudiante 87171,Ingeniería Industrial,Sonsonate,8.55
EST087172,Estudiante 87172,Ingeniería Industrial,San Miguel,8.53
EST087173,Estudiante 87173,Ingeniería en Sistemas,San Salvador,6.54
EST087174,Estudiante 87174,Ingeniería Industrial,Sonsonate,7.42
EST087175,Estudiante 87175,Arquitectura,Sonsonate,9.61
EST087176,Estudiante 87176,Ingeniería Industrial,San Salvador,9.59
EST087177,Estudiante 87177,Ingeniería en Sistemas,Sonsonate,9.14
EST087178,Estudiante 87178,Arquitectura,La Libertad,5.16
EST087179,Estudiante 87179,Ingeniería en Sistemas,San Miguel,5.58
EST087180,Estudiante 87180,Contaduría,San Miguel,8.58
EST087181,Estudiante 87181,Administración,Santa Ana,9.28
EST087182,Estudiante 87182,Administración,La Libertad,7.95
EST087183,Estudiante 87183,Contaduría,Santa Ana,6.29
EST087184,Estudiante 87184,Ingeniería Industrial,Sonsonate,7.35
EST087185,Estudiante 87185,Ingeniería Industrial,San Salvador,8.18
EST087186,Estudiante 87186,Contaduría,La Libertad,8.59
EST087187,Estudiante 87187,Arquitectura,Sonsonate,7.48
EST087188,Estudiante 87188,Contaduría,Sonsonate,6.01
EST087189,Estudiante 87189,Administración,Sonsonate,5.93
EST087190,Estudiante 87190,Ingeniería Industrial,La Libertad,9.97
EST087191,Estudiante 87191,Administración,San Salvador,7.96
EST087192,Estudiante 87192,Ingeniería Industrial,Santa Ana,5.71
EST087193,Estudiante 87193,Ingeniería en Sistemas,San Miguel,8.6
EST087194,Estudiante 87194,Ingeniería Industrial,San Salvador,5.99
EST087195,Estudiante 87195,Ingeniería en Sistemas,Santa Ana,7.95
EST087196,Estudiante 87196,Administración,Santa Ana,6.43
EST087197,Estudiante 87197,Contaduría,Sonsonate,6.4
EST087198,Estudiante 87198,Contaduría,San Miguel,8.39
EST087199,Estudiante 87199,Administración,Sonsonate,9.54
EST087200,Estudiante 87200,Ingeniería Industrial,La Libertad,8.8
EST087201,Estudiante 87201,Arquitectura,Santa Ana,5.91
EST087202,Estudiante 87202,Administración,Sonsonate,8.3
EST087203,Estudiante 87203,Ingeniería en Sistemas,San Salvador,9.49
EST087204,Estudiante 87204,Contaduría,Sonsonate,6.53
EST087205,Estudiante 87205,Administración,San Salvador,5.33
EST087206,Estudiante 87206,Ingeniería en Sistemas,San Salvador,6.61
EST087207,Estudiante 87207,Administración,La Libertad,8.12
EST087208,Estudiante 87208,Ingeniería Industrial,Santa Ana,9.8
EST087209,Estudiante 87209,Contaduría,Santa Ana,5.93
EST087210,Estudiante 87210,Administración,La Libertad,8.59
EST087211,Estudiante 87211,Arquitectura,San Salvador,7.15
EST087212,Estudiante 87212,Arquitectura,Sonsonate,5.05
EST087213,Estudiante 87213,Arquitectura,Sonsonate,5.02
EST087214,Estudiante 87214,Arquitectura,Sonsonate,8.47
EST087215,Estudiante 87215,Contaduría,San Miguel,9.58
EST087216,Estudiante 87216,Ingeniería Industrial,San Miguel,9.41
EST087217,Estudiante 87217,Contaduría,Santa Ana,7.69
EST087218,Estudiante 87218,Arquitectura,San Salvador,7.31
EST087219,Estudiante 87219,Administración,La Libertad,5.98
EST087220,Estudiante 87220,Ingeniería en Sistemas,Sonsonate,9.07
EST087221,Estudiante 87221,Contaduría,San Salvador,6.07
EST087222,Estudiante 87222,Administración,San Salvador,9.16
EST087223,Estudiante 87223,Contaduría,San Salvador,8.77
EST087224,Estudiante 87224,Contaduría,La Libertad,5.12
EST087225,Estudiante 87225,Ingeniería en Sistemas,La Libertad,9.7
EST087226,Estudiante 87226,Ingeniería Industrial,Santa Ana,7.06
EST087227,Estudiante 87227,Ingeniería Industrial,Sonsonate,8.69
EST087228,Estudiante 87228,Ingeniería Industrial,Sonsonate,8.54
EST087229,Estudiante 87229,Ingeniería Industrial,San Miguel,7.21
EST087230,Estudiante 87230,Contaduría,Sonsonate,8.17
EST087231,Estudiante 87231,Arquitectura,La Libertad,8.5
EST087232,Estudiante 87232,Administración,La Libertad,5.01
EST087233,Estudiante 87233,Administración,La Libertad,6.5
EST087234,Estudiante 87234,Ingeniería Industrial,Santa Ana,6.56
EST087235,Estudiante 87235,Ingeniería Industrial,Sonsonate,8.59
EST087236,Estudiante 87236,Ingeniería en Sistemas,La Libertad,5.9
EST087237,Estudiante 87237,Administración,San Miguel,7.21
EST087238,Estudiante 87238,Contaduría,San Salvador,9.0
EST087239,Estudiante 87239,Contaduría,San Salvador,8.8
EST087240,Estudiante 87240,Ingeniería Industrial,Sonsonate,5.77
EST087241,Estudiante 87241,Contaduría,La Libertad,8.69
EST087242,Estudiante 87242,Contaduría,Sonsonate,8.46
EST087243,Estudiante 87243,Ingeniería en Sistemas,Sonsonate,9.3
EST087244,Estudiante 87244,Ingeniería Industrial,La Libertad,5.95
EST087245,Estudiante 87245,Contaduría,Santa Ana,6.5
EST087246,Estudiante 87246,Arquitectura,Santa Ana,6.07
EST087247,Estudiante 87247,Contaduría,San Miguel,8.38
EST087248,Estudiante 87248,Contaduría,San Salvador,7.37
EST087249,Estudiante 87249,Administración,Sonsonate,7.62
EST087250,Estudiante 87250,Ingeniería en Sistemas,Santa Ana,6.61
EST087251,Estudiante 87251,Arquitectura,La Libertad,5.81
EST087252,Estudiante 87252,Ingeniería en Sistemas,San Salvador,7.81
EST087253,Estudiante 87253,Ingeniería en Sistemas,San Salvador,7.86
EST087254,Estudiante 87254,Contaduría,La Libertad,9.2
EST087255,Estudiante 87255,Ingeniería en Sistemas,San Salvador,6.13
EST087256,Estudiante 87256,Ingeniería en Sistemas,San Miguel,5.7
EST087257,Estudiante 87257,Ingeniería en Sistemas,San Miguel,5.86
EST087258,Estudiante 87258,Contaduría,San Salvador,6.29
EST087259,Estudiante 87259,Ingeniería Industrial,San Salvador,6.85
EST087260,Estudiante 87260,Administración,Santa Ana,6.8
EST087261,Estudiante 87261,Administración,San Salvador,9.95
EST087262,Estudiante 87262,Contaduría,San Salvador,6.73
EST087263,Estudiante 87263,Ingeniería en Sistemas,La Libertad,7.71
EST087264,Estudiante 87264,Arquitectura,La Libertad,9.64
EST087265,Estudiante 87265,Ingeniería Industrial,Sonsonate,7.26
EST087266,Estudiante 87266,Ingeniería Industrial,La Libertad,7.34
EST087267,Estudiante 87267,Ingeniería en Sistemas,San Salvador,8.6
EST087268,Estudiante 87268,Arquitectura,Santa Ana,8.21
EST087269,Estudiante 87269,Ingeniería en Sistemas,Sonsonate,5.15
EST087270,Estudiante 87270,Contaduría,Santa Ana,5.74
EST087271,Estudiante 87271,Ingeniería en Sistemas,San Miguel,9.29
EST087272,Estudiante 87272,Ingeniería en Sistemas,San Miguel,9.3
EST087273,Estudiante 87273,Ingeniería en Sistemas,Sonsonate,9.0
EST087274,Estudiante 87274,Administración,San Salvador,8.45
EST087275,Estudiante 87275,Administración,Sonsonate,5.5
EST087276,Estudiante 87276,Arquitectura,Santa Ana,6.92
EST087277,Estudiante 87277,Contaduría,La Libertad,7.7
EST087278,Estudiante 87278,Administración,San Miguel,9.56
EST087279,Estudiante 87279,Arquitectura,La Libertad,7.64
EST087280,Estudiante 87280,Contaduría,San Miguel,7.22
EST087281,Estudiante 87281,Ingeniería Industrial,Sonsonate,9.37
EST087282,Estudiante 87282,Administración,San Salvador,8.86
EST087283,Estudiante 87283,Administración,San Salvador,9.6
EST087284,Estudiante 87284,Administración,San Miguel,7.08
EST087285,Estudiante 87285,Ingeniería Industrial,San Miguel,9.12
